user_id,churned
3,1
4,0
5,0
7,1
8,0
9,1
11,0
13,1
14,0
15,0
16,1
18,0
20,0
23,1
24,0
25,0
26,1
29,1
30,0
31,1
32,0
34,0
36,0
38,1
40,0
42,0
43,1
44,0
45,0
46,1
47,0
48,1
51,0
52,0
53,1
55,0
56,1
57,1
58,0
59,0
60,1
61,1
63,1
64,0
65,0
66,1
67,0
68,0
69,0
70,0
71,1
72,1
73,1
74,1
75,1
76,0
78,0
80,1
81,0
83,0
84,1
85,1
86,1
87,0
88,0
90,0
91,0
92,1
94,0
95,0
97,0
98,0
99,0
100,0
101,1
103,1
104,1
107,0
108,1
109,0
111,1
112,1
114,1
115,0
118,1
119,1
121,0
122,1
123,0
125,0
128,0
129,1
131,0
133,0
141,0
142,1
143,0
144,1
146,0
147,0
148,1
149,0
150,0
152,0
153,1
154,0
157,0
158,0
159,1
160,0
161,1
163,0
164,1
165,1
166,0
167,0
170,0
171,0
172,0
176,0
177,1
179,0
181,0
182,0
183,1
187,0
188,0
190,1
191,0
192,0
194,0
195,0
196,0
197,0
198,1
200,0
201,1
203,1
204,0
205,0
208,0
214,1
216,0
222,1
223,1
224,0
225,1
229,1
231,1
232,0
236,1
238,1
239,0
241,0
242,0
243,1
244,1
245,1
246,1
248,1
249,0
253,1
255,1
257,0
261,1
263,0
264,0
265,0
267,1
270,0
271,0
272,0
274,0
277,0
278,0
281,0
283,0
284,0
286,1
287,1
288,1
290,0
292,1
296,1
299,0
300,1
301,0
302,1
303,1
304,0
305,0
306,0
307,0
308,0
309,1
312,1
314,0
315,1
316,0
317,0
318,0
320,0
321,1
322,1
323,1
327,0
328,0
329,0
330,0
331,0
332,0
337,1
338,1
339,0
341,0
342,1
343,0
344,1
347,0
348,0
350,1
351,1
352,0
353,1
354,1
355,0
356,1
357,0
358,0
360,1
363,1
365,0
366,0
369,1
370,0
371,0
373,0
374,1
376,0
377,0
380,0
381,0
384,0
385,0
387,0
388,0
391,1
393,0
397,0
398,0
399,0
400,0
402,0
403,0
404,1
405,1
406,0
408,0
410,1
411,1
412,1
413,0
415,0
416,1
417,0
418,1
419,0
420,0
422,0
423,0
425,0
426,0
427,0
431,0
435,0
436,1
438,1
439,0
442,0
443,1
445,1
446,0
447,0
455,0
457,0
458,0
459,1
461,0
462,0
463,0
464,1
465,0
467,1
469,1
471,0
473,1
474,1
475,1
482,0
483,1
484,1
485,1
486,0
487,1
488,0
489,0
492,0
494,0
495,1
496,0
497,0
498,0
499,0
500,0
504,1
505,1
507,0
509,0
513,0
514,1
515,0
516,0
517,0
518,1
520,0
521,0
522,1
523,1
524,1
526,0
527,0
529,0
530,1
531,0
532,0
534,1
536,0
538,0
541,1
543,1
544,0
550,0
551,1
552,0
554,0
555,0
556,0
557,1
560,1
562,0
568,1
569,1
570,0
571,1
572,0
573,1
575,1
576,0
578,0
579,0
581,0
582,1
583,1
585,0
586,0
587,0
588,1
589,1
591,0
592,0
593,0
594,1
596,1
597,0
598,1
599,1
601,0
602,0
603,1
604,1
607,1
608,1
609,0
611,0
614,0
617,1
618,0
619,0
620,0
621,0
624,1
627,0
630,1
631,1
633,0
635,1
637,0
638,1
641,0
642,0
643,0
645,0
647,1
648,0
651,1
653,0
659,0
660,1
661,0
663,1
664,1
670,0
674,0
675,0
676,0
677,0
680,0
682,0
683,0
685,1
686,0
687,0
689,0
691,0
692,1
694,0
696,0
697,1
699,0
700,1
701,0
702,0
703,0
704,0
705,1
708,0
709,0
710,0
711,1
713,1
716,1
717,1
718,0
719,0
720,0
722,1
723,1
724,0
725,1
726,0
728,0
729,0
730,1
734,1
735,1
740,0
741,1
742,1
744,0
746,1
748,1
749,1
751,0
753,1
755,1
757,0
758,1
759,1
761,0
762,1
763,0
764,0
765,1
766,1
768,0
769,0
772,1
774,0
776,1
777,1
779,0
780,0
781,1
782,0
783,1
784,0
785,0
786,0
788,0
792,0
793,0
794,0
795,1
796,1
798,0
799,0
800,0
801,0
802,1
804,1
805,0
806,0
807,0
808,1
809,0
810,0
811,0
814,0
815,0
816,0
818,0
822,0
823,0
825,0
826,0
829,0
830,1
833,0
834,0
835,1
840,0
841,0
844,1
845,0
848,0
849,0
850,1
852,1
853,0
854,1
857,1
858,0
859,0
860,0
861,0
863,1
864,1
865,1
867,0
868,1
870,0
871,0
872,1
873,1
874,0
875,0
876,0
878,1
879,1
880,0
882,1
885,0
886,0
887,0
889,0
891,1
892,0
893,0
895,0
896,0
897,0
898,0
899,0
901,0
904,0
905,0
907,1
909,0
910,1
911,1
913,0
914,1
915,1
916,0
919,0
922,1
923,0
926,0
928,1
929,0
930,0
931,0
932,0
933,1
934,0
935,1
938,0
939,0
940,0
941,1
942,0
943,1
947,0
949,1
950,0
951,1
953,0
954,1
955,0
958,0
960,1
961,0
965,1
966,0
967,1
968,0
970,0
973,0
974,1
975,1
976,1
977,0
979,1
981,1
983,1
984,0
985,1
986,0
987,1
989,0
992,0
993,0
994,0
997,0
1001,0
1004,1
1005,0
1006,1
1007,0
1009,1
1010,1
1012,0
1013,1
1014,0
1015,0
1017,0
1019,0
1021,0
1023,0
1024,0
1025,0
1028,0
1029,0
1030,0
1031,0
1032,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1041,1
1043,0
1044,0
1045,0
1049,1
1050,0
1051,1
1053,0
1054,0
1055,0
1056,1
1057,1
1058,1
1059,0
1060,0
1061,1
1062,0
1063,1
1064,0
1066,0
